ndcg@5>=0.00,ndcg@5>=0.60,ndcg@5>=0.80,ndcg@5>=1.00,relevance,objective,x
1.9000000000000001,1.9000000000000001,1.9,1.9000000000000001,1.9000000000000004,1.9,1
3.6,3.5999999999999996,3.5999999999999996,3.5999999999999996,3.8000000000000007,3.6,2
5.100000000000001,5.100000000000001,5.100000000000001,5.100000000000001,5.700000000000001,5.100000000000001,3
6.461935483870968,6.461935483870968,6.461935483870969,6.461935483870969,7.600000000000001,6.461935483870969,4
7.677419354838709,7.67741935483871,7.677419354838709,7.677419354838709,9.500000000000002,7.677419354838709,5
8.732903225806453,8.732903225806455,8.732903225806455,8.732903225806455,11.400000000000004,8.732903225806455,6
9.70516129032258,9.705161290322584,9.705161290322584,9.705161290322584,13.300000000000002,9.70516129032258,7
10.611612903225804,10.611612903225806,10.611612903225806,10.611612903225806,15.200000000000003,10.611612903225804,8
11.39806451612903,11.398064516129033,11.398064516129033,11.398064516129033,17.099999999999994,11.39806451612903,9
12.064516129032258,12.064516129032258,12.064516129032258,12.064516129032258,19.000000000000004,12.064516129032258,10
12.610967741935484,12.610967741935479,12.610967741935479,12.610967741935479,20.89999999999999,12.61096774193548,11
13.03741935483871,13.037419354838704,13.037419354838704,13.037419354838704,22.799999999999997,13.037419354838706,12
13.369032258064518,13.369032258064518,13.369032258064518,13.369032258064518,24.69999999999999,13.369032258064514,13
13.83741935483871,13.83741935483871,13.83741935483871,13.83741935483871,26.599999999999994,13.83741935483871,14
14.2258064516129,14.225806451612902,14.225806451612904,14.225806451612904,28.499999999999993,14.2258064516129,15
14.534193548387092,14.534193548387096,14.534193548387098,14.534193548387096,30.4,14.534193548387094,16
14.76258064516129,14.76258064516129,14.762580645161291,14.762580645161291,32.3,14.762580645161288,17
14.910967741935483,14.910967741935483,14.910967741935485,14.910967741935483,34.19999999999999,14.910967741935483,18
14.979354838709678,14.979354838709677,14.979354838709677,14.979354838709677,36.09999999999998,14.979354838709678,19
14.967741935483872,14.96774193548387,14.96774193548387,14.967741935483868,38.0,14.96774193548387,20
14.876129032258067,14.876129032258067,14.876129032258067,14.876129032258069,39.9,15.005161290322583,21
14.704516129032259,14.70451612903226,14.704516129032262,14.704516129032262,41.79999999999999,14.962580645161292,22
14.45290322580645,14.452903225806454,14.452903225806454,14.452903225806454,43.69999999999999,14.839999999999998,23
14.121290322580641,14.121290322580647,14.121290322580645,14.121290322580645,45.60000000000001,14.637419354838707,24
13.774193548387096,13.70967741935484,13.70967741935484,13.70967741935484,47.499999999999986,14.483870967741936,25
13.508387096774197,13.318709677419358,13.318709677419356,13.318709677419356,49.39999999999998,14.327741935483873,26
13.565806451612907,13.290967741935486,13.290967741935487,13.290967741935486,51.3,14.4141935483871,27
13.543225806451616,13.223225806451614,13.223225806451616,13.223225806451614,53.199999999999996,14.420645161290325,28
13.440645161290327,13.115483870967743,13.115483870967743,13.115483870967747,55.099999999999994,14.347096774193554,29
13.400000000000007,12.967741935483877,12.967741935483877,12.967741935483879,56.99999999999999,14.400000000000006,30
13.34645161290323,12.780000000000005,12.780000000000005,12.805161290322586,58.89999999999999,14.375483870967741,31
13.212903225806455,12.686451612903229,12.686451612903229,12.691612903225808,60.8,14.4,32
13.172903225806454,12.65677419354839,12.65677419354839,12.656774193548392,62.699999999999996,14.418709677419356,33
13.068387096774199,12.681290322580647,12.681290322580647,12.681290322580649,64.6,14.383225806451616,34
