ndcg@1>=0.00,ndcg@1>=0.60,ndcg@1>=0.80,ndcg@1>=1.00,relevance,objective,x
1.999029743221544,1.999029743221544,1.999029743221544,1.999029743221544,1.999029743221544,1.999029743221544,1
3.9961710906353254,3.9961710906353254,3.9961710906353254,3.9961710906353254,3.998085545317665,3.996171090635325,2
5.9913788000855615,5.9913788000855615,5.9913788000855615,5.9913788000855615,5.9971262666951874,5.9913788000855615,3
7.98476814600347,7.98476814600347,7.98476814600347,7.98476814600347,7.996192036500868,7.98476814600347,4
9.976294044666624,9.976294044666624,9.976294044666624,9.976294044666624,9.995258808933322,9.976294044666624,5
11.966036923975599,11.966036923975599,11.966036923975599,11.966036923975599,11.994307786584306,11.965846719505796,6
13.953612017970743,13.953612017970743,13.953612017970743,13.953612017970743,13.993332034035143,13.953324238246026,7
15.93918199777824,15.93918199777824,15.93918199777824,15.93918199777824,15.99236177725669,15.93889421805352,8
17.9230459939,17.9230459939,17.9230459939,17.9230459939,17.991417579352806,17.922758214175282,9
19.90487078702805,19.90487078702805,19.90487078702805,19.90487078702805,19.99045830073033,19.90458300730333,10
21.885052555620867,21.885052555620867,21.885052555620867,21.885052555620867,21.989524070536014,21.884764775896148,11
23.86337789534637,23.86337789534637,23.86337789534637,23.86337789534637,23.98859084296847,23.86309011562165,12
25.839795652247318,25.839795652247318,25.839795652247318,25.839795652247318,25.98763982061944,25.839317668052782,13
27.81387251243353,27.81387251243353,27.81387251243353,27.81387251243353,27.986664068070287,27.81329695298409,14
29.785982728826976,29.785982728826976,29.785982728826976,29.785982728826976,29.98569381129184,29.78540716937753,15
31.75656937365673,31.75656937365673,31.75656937365673,31.75656937365673,31.98474961338796,31.755993814207283,16
33.72501125046258,33.72501125046258,33.72501125046258,33.72501125046258,33.983790334765466,33.72443569101314,17
35.69198544173031,35.69198544173031,35.69198544173031,35.69198544173031,35.98285610457115,35.69140988228086,18
37.657110222518156,37.657110222518156,37.657110222518156,37.657110222518156,37.981922877003605,37.656534663068726,19
39.62020285701108,39.62020285701108,39.62020285701108,39.62020285701108,39.980971854654605,39.619437093091825,20
41.580781483388364,41.580781483388364,41.580781483388364,41.580781483388364,41.97999610210543,41.57991814421419,21
43.53943193636776,43.53943193636776,43.53943193636776,43.53943193636776,43.979025845326994,43.5385685971936,22
45.496741229905474,45.496741229905474,45.496741229905474,45.496741229905474,45.9780816474231,45.495877890731315,23
47.45180019038918,47.45180019038918,47.45180019038918,47.45180019038918,47.97712236880062,47.45093685121501,24
49.4055668043318,49.4055668043318,49.4055668043318,49.4055668043318,49.97618813860632,49.404703465157645,25
51.357491026182004,51.357491026182004,51.357491026182004,51.357491026182004,51.97525491103878,51.356627687007844,26
53.307258538266886,53.307258538266886,53.307258538266886,53.307258538266886,53.974303888689725,53.30620499462292,27
55.254338930835246,55.254338930835246,55.254338930835246,55.254338930835246,55.97332813614057,55.25318781193637,28
57.19952962040061,57.19952962040061,57.19952962040061,57.19952962040061,57.972357879362136,57.19837850150172,29
59.14356156264631,59.14356156264631,59.14356156264631,59.14356156264631,59.97141368145825,59.14241044374742,30
61.08523760680779,61.08523760680779,61.08523760680779,61.08523760680779,61.97045440283578,61.08408648790893,31
63.02579664342534,63.02579664342534,63.02579664342534,63.02579664342534,63.96952017264145,63.02464552452646,32
