ndcg@5>=0.00,ndcg@5>=0.60,ndcg@5>=0.80,ndcg@5>=1.00,relevance,objective,x
1.804040404040404,1.8040404040404043,1.8040404040404043,1.8040404040404043,1.8040404040404039,1.8040404040404039,1
3.2600586510263936,3.260058651026393,3.260058651026393,3.6080808080808087,3.6080808080808078,3.2568263277940694,2
4.460997067448679,4.46099706744868,4.46099706744868,5.412121212121212,5.412121212121212,4.460997067448681,3
5.4690387748452265,5.473887259693711,5.4738872596937105,7.216161616161617,7.2161616161616156,5.470654936461387,4
6.349429781687847,6.353470185728249,6.35347018572825,9.02020202020202,9.020202020202019,6.365591397849462,5
7.059315738025416,7.066588465298143,7.066588465298143,10.824242424242424,10.824242424242424,7.1078005865102645,6
7.625871619420007,7.631528185076573,7.649032258064516,12.628282828282828,12.628282828282828,7.719204952753339,7
8.125200391006842,8.147826653633105,8.228504398826981,14.432323232323235,14.432323232323231,8.282932551319647,8
8.604457478005866,8.633548387096775,8.784046920821115,16.236363636363635,16.236363636363635,8.783225806451615,9
9.01922450309547,9.051156728576084,9.23662430759205,18.040404040404038,18.040404040404038,9.215379602476375,10
9.347956989247313,9.359139784946235,9.672974910394268,19.84444444444444,19.844444444444445,9.573189964157706,11
9.56652981427175,9.56316715542522,10.019628543499511,21.648484848484845,21.64848484848485,9.861114369501465,12
9.695927012056043,9.671150211795375,10.261401107852722,23.45252525252525,23.45252525252525,10.073209514499837,13
9.799700228087325,9.734115347018575,10.49149560117302,25.25656565656565,25.256565656565645,10.24122515477354,14
9.909090909090907,9.779276637341155,10.796480938416424,27.060606060606055,27.06060606060606,10.36871945259042,15
9.96022157054415,9.805591397849462,11.055171065493646,28.86464646464646,28.864646464646455,10.474134897360702,16
9.9873835125448,9.825480612577389,11.322346041055718,30.668686868686862,30.668686868686862,10.549872922776146,17
9.992258064516127,9.83366568914956,11.5591788856305,32.47272727272727,32.472727272727255,10.63225806451613,18
10.046203975236233,9.83094167481264,11.760156402737048,34.27676767676766,34.27676767676766,10.69524926686217,19
10.12016943629847,9.799804496578691,11.954773541870313,36.08080808080807,36.080808080808076,10.745519713261647,20
10.226666666666667,9.833157380254155,12.248719452590418,37.884848484848476,37.884848484848476,10.78037145650049,21
10.394551971326166,9.842007168458776,12.5058064516129,39.688888888888876,39.68888888888888,10.824086021505376,22
10.603636363636364,9.859667644183771,12.738520690778753,41.492929292929276,41.49292929292928,10.818416422287388,23
10.724613880742913,9.89145650048876,12.961173020527854,43.29696969696968,43.29696969696968,10.779354838709676,24
10.757901596611275,9.896383186705767,13.208211143695012,45.10101010101009,45.10101010101009,10.66634082763115,25
10.707018572825026,9.9061844248941,13.504020853698272,46.90505050505049,46.9050505050505,10.542665363310523,26
10.625806451612904,9.896539589442815,13.79624633431085,48.7090909090909,48.70909090909089,10.369618768328445,27
10.552492668621703,9.944607363962204,14.094415118931247,50.5131313131313,50.51313131313129,10.225689149560116,28
10.46349951124145,10.021596611274033,14.41840338872597,52.317171717171696,52.3171717171717,10.092707722385141,29
10.34525904203324,10.108699902248294,14.796089931573801,54.1212121212121,54.1212121212121,10.023460410557185,30
10.25990224828935,10.178116650374717,15.150863473444119,55.92525252525251,55.925252525252496,9.975301401107856,31
10.177073965461068,10.161016617790816,15.492056044314106,57.72929292929291,57.729292929292896,9.947891821440209,32
10.058494623655918,10.108387096774196,15.913978494623656,59.5333333333333,59.53333333333332,9.927741935483873,33
9.922528510915612,10.087611599869664,16.34155751058977,61.33737373737371,61.33737373737371,9.971326164874558,34
9.854219615509944,10.06451612903226,16.76383186705767,63.14141414141412,63.141414141414124,10.0652981427175,35
9.822639296187688,10.075777126099705,17.156129032258065,64.94545454545452,64.94545454545451,10.210909090909094,36
9.804509612251554,10.116806777451936,17.599986966438575,66.74949494949492,66.7494949494949,10.355894428152496,37
9.731821440208538,10.12853698273053,18.000417073965455,68.55353535353532,68.55353535353532,10.461205604431415,38
9.745180840664712,10.128680351906153,18.38408602150537,70.35757575757573,70.35757575757575,10.576109481915937,39
9.882567611599873,10.128901922450305,18.714630172694683,72.16161616161614,72.16161616161612,10.705376344086023,40
10.09030954708374,10.132016943629843,19.075464320625606,73.96565656565653,73.96565656565654,10.808510915607691,41
10.262834799608992,10.118084066471159,19.461427174975558,75.76969696969695,75.76969696969694,10.980645161290326,42
10.351736722059302,10.22322580645161,19.84048224177256,77.57373737373734,77.57373737373733,11.110576735092865,43
10.354695340501788,10.31283154121864,20.25204301075268,79.37777777777774,79.37777777777777,11.17448028673835,44
10.306158357771256,10.36891495601173,20.73313782991202,81.18181818181814,81.18181818181814,11.226979472140762,45
10.215783642880414,10.350602802215704,21.12054740957966,82.98585858585854,82.98585858585855,11.238422939068098,46
10.119478657543167,10.274799608993158,21.479765395894418,84.78989898989894,84.78989898989896,11.265428478331703,47
9.984907135874876,10.11784946236559,21.8282697947214,86.59393939393937,86.59393939393937,11.276011730205278,48
9.846477680026064,9.931769305962852,22.21204301075268,88.39797979797976,88.39797979797976,11.26681003584229,49
9.716520039100681,9.776474421635715,22.601498859563364,90.20202020202015,90.20202020202017,11.266862170087975,50
9.651104594330397,9.672453567937445,22.934115347018558,92.00606060606056,92.00606060606057,11.252199413489736,51
9.621140436624305,9.582300423590748,23.30385141739979,93.81010101010096,93.81010101010096,11.224737699576409,52
9.558266536331054,9.5473183447377,23.632427500814583,95.61414141414136,95.61414141414136,11.21113066145324,53
9.518123167155427,9.523753665689153,23.97020527859236,97.41818181818178,97.41818181818178,11.199765395894428,54
9.602867383512542,9.4910394265233,24.269534050179196,99.22222222222217,99.22222222222216,11.20501792114695,55
9.708152492668617,9.518879113717825,24.645630498533706,101.02626262626256,101.02626262626256,11.206203975236228,56
9.846021505376342,9.573763440860214,24.971339198435956,102.83030303030296,102.83030303030296,11.166256109481914,57
9.952662104920165,9.62200065167807,25.25140436624306,104.63434343434338,104.63434343434336,11.12049527533398,58
10.013333333333328,9.658598892147278,25.591306614532403,106.43838383838377,106.43838383838377,11.089045291625933,59
10.086021505376342,9.655913978494619,25.924144672531746,108.24242424242416,108.24242424242418,11.098338220918864,60
10.122072336265884,9.658142717497553,26.188752036493952,110.04646464646457,110.04646464646456,11.120312805474093,61
10.202228739002932,9.598566308243727,26.47663734115345,111.85050505050498,111.85050505050496,11.098442489410228,62
10.253958944281528,9.516598240469207,26.865923753665662,113.65454545454539,113.65454545454541,11.111788856304981,63
10.27081133919844,9.4658064516129,27.222078853046572,115.45858585858579,115.45858585858578,11.102769631801886,64
10.266145324209846,9.402802215705439,27.610426849136505,117.26262626262618,117.26262626262618,11.079895731508632,65
10.178064516129037,9.33419354838709,28.018924731182775,119.06666666666659,119.0666666666666,11.055483870967736,66
10.05522319973933,9.289762137504065,28.488589116976186,120.870707070707,120.870707070707,11.084587813620072,67
9.949534050179215,9.35056370153144,29.02243075920493,122.67474747474739,122.6747474747474,11.085278592375364,68
9.835464320625611,9.43749755620723,29.49063538611923,124.4787878787878,124.47878787878781,11.080782013685237,69
9.935874877810363,9.556858911697617,29.91880091234927,126.2828282828282,126.28282828282822,11.083870967741937,70
10.047963506028022,9.618950798305635,30.332499185402376,128.0868686868686,128.0868686868686,11.043910068426191,71
10.129266862170084,9.672961876832845,30.722815249266837,129.89090909090902,129.890909090909,10.93771260997067,72
10.171326164874547,9.709051808406644,31.105219941348953,131.6949494949494,131.6949494949494,10.875021179537306,73
10.230276963180184,9.819850114043659,31.47399152818506,133.4989898989898,133.49898989898978,10.87199739328771,74
10.26686217008797,9.894428152492663,31.847507331378274,135.30303030303023,135.3030303030302,10.869012707722383,75
10.300814597588793,9.93386770935157,32.15590746171389,137.10707070707062,137.1070707070706,10.871554252199411,76
10.341362007168454,9.966451612903212,32.438422939068076,138.911111111111,138.911111111111,10.892759856630821,77
10.448250244379274,9.940645161290313,32.74111436950144,140.71515151515143,140.71515151515146,10.869364613880741,78
10.571951775822741,9.815118931247962,32.976669925056996,142.51919191919183,142.51919191919185,10.821427174975563,79
10.694688823721073,9.676637341153477,33.1986966438579,144.32323232323222,144.32323232323222,10.745389377647442,80
10.793900293255128,9.623460410557195,33.40938416422284,146.12727272727264,146.12727272727267,10.675542521994132,81
10.914799608993146,9.568224177256443,33.6622222222222,147.93131313131306,147.93131313131306,10.6295992179863,82
11.001094819159324,9.509612251547745,33.92067774519385,149.73535353535345,149.73535353535343,10.646386445096116,83
11.050948191593356,9.45829912023462,34.21904203323555,151.53939393939385,151.53939393939388,10.677223851417388,84
11.10074942978169,9.393092212447074,34.49012707722383,153.34343434343424,153.3434343434343,10.624177256435313,85
11.18767025089605,9.363154121863817,34.75824046920819,155.14747474747466,155.14747474747463,10.525878136200713,86
11.265689149560105,9.26443792766374,35.09892473118276,156.95151515151508,156.9515151515151,10.45321603128055,87
11.337921146953384,9.247311827956992,35.4316845878136,158.75555555555545,158.75555555555547,10.420358422939069,88
11.4281524926686,9.385936787227115,35.74233952427498,160.55959595959587,160.55959595959584,10.39182795698925,89
11.547214076246316,9.494428152492652,36.01055718475071,162.36363636363626,162.3636363636363,10.41055718475073,90
11.595542521994124,9.51486477680025,36.228074291300075,164.16767676767668,164.16767676767668,10.43747148908439,91
11.595933528836746,9.469377647442165,36.45682632779404,165.97171717171707,165.9717171717171,10.521316389703486,92
11.59096774193547,9.400586510263926,36.72297165200389,167.77575757575747,167.7757575757575,10.610909090909095,93
